CustomerID,CustomerName,InvoiceCount,CustomerType,NetRevenue,AverageOrderValue,AverageBasketSize,UnitsSold
36253,Shawn Ferrell,83,Repeat Customer,41573.60,500.89,10.0000,830
16384,Jennifer Walton,59,Repeat Customer,13612.84,230.73,5.0000,295
87704,Jana Foley,62,Repeat Customer,65535.05,1057.02,23.0000,1426
66464,Rick Cline,63,Repeat Customer,57719.10,916.18,17.0000,1071
92552,Theresa Curry,63,Repeat Customer,72459.05,1150.14,24.0000,1512
62036,Claudia Gaines,74,Repeat Customer,61619.47,832.70,16.0000,1184
84732,Donnie Wu,70,Repeat Customer,70756.56,1010.81,22.0000,1540
43382,Cari Obrien,66,Repeat Customer,36946.73,559.80,11.0000,726
36453,Clarence Guerrero,79,Repeat Customer,41737.41,528.32,10.0000,790
84396,Blake Henry,76,Repeat Customer,77495.81,1019.68,22.0000,1672
32587,Keri Fritz,72,Repeat Customer,30018.71,416.93,9.0000,648
16755,Eddie Cervantes,77,Repeat Customer,20495.84,266.18,5.0000,385
39986,Julie Martinez,69,Repeat Customer,38645.87,560.09,11.0000,759
32991,Leah Little,99,Repeat Customer,39268.46,396.65,9.0000,891
47394,Gabrielle Harvey,70,Repeat Customer,44538.68,636.27,12.0000,840
40109,Tia Chang,64,Repeat Customer,33786.48,527.91,11.0000,704
61405,Edward Mcintosh,68,Repeat Customer,46890.88,689.57,16.0000,1088
20079,Cary House,73,Repeat Customer,21058.29,288.47,6.0000,438
49824,Sonya Norton,68,Repeat Customer,43914.95,645.81,13.0000,884
5800,Jon Mack,61,Repeat Customer,5957.29,97.66,2.0000,122
33650,Kristin Calhoun,89,Repeat Customer,42847.48,481.43,9.0000,801
67049,Lora Wall,77,Repeat Customer,62674.46,813.95,17.0000,1309
183,Jason Dunn,73,Repeat Customer,3769.26,51.63,1.0000,73
58907,Malcolm Valencia,69,Repeat Customer,51470.04,745.94,15.0000,1035
41778,Lindsey Shannon,70,Repeat Customer,39246.10,560.66,11.0000,770
69378,Cheryl Lyons,62,Repeat Customer,55367.03,893.02,18.0000,1116
16293,Catherine Steele,59,Repeat Customer,15971.07,270.70,5.0000,295
53394,Cindy Hines,71,Repeat Customer,47883.23,674.41,14.0000,994
89809,Ira Meza,71,Repeat Customer,87354.93,1230.35,23.0000,1633
3870,Stacy Lawrence,77,Repeat Customer,4002.43,51.98,1.0000,77
14739,Debra Pruitt,72,Repeat Customer,13986.15,194.25,4.0000,288
55106,Angelo Strickland,73,Repeat Customer,51406.05,704.19,14.0000,1022
84387,Jami Blackburn,61,Repeat Customer,62017.52,1016.68,22.0000,1342
64248,Kristie Marks,70,Repeat Customer,52032.50,743.32,17.0000,1190
36816,Alexander Peck,74,Repeat Customer,37501.48,506.78,10.0000,740
4128,Marilyn Randall,76,Repeat Customer,7092.83,93.33,2.0000,152
95818,Guadalupe Hutchinson,58,Repeat Customer,70813.11,1220.92,25.0000,1450
35847,Brett Walls,60,Repeat Customer,25589.51,426.49,10.0000,600
52026,Malcolm Abbott,74,Repeat Customer,46975.33,634.80,14.0000,1036
38503,Annette Lam,58,Repeat Customer,24992.84,430.91,10.0000,580
53738,Tom Navarro,68,Repeat Customer,47754.06,702.27,14.0000,952
67626,Judy Newton,62,Repeat Customer,49601.70,800.03,18.0000,1116
16640,Ruth Valenzuela,70,Repeat Customer,16851.29,240.73,5.0000,350
86752,Arnold Huber,63,Repeat Customer,67611.85,1073.20,22.0000,1386
24477,Darrell Hodge,67,Repeat Customer,21993.51,328.26,7.0000,469
54577,Demond Haas,65,Repeat Customer,41506.43,638.56,14.0000,910
67425,Myron Richard,74,Repeat Customer,63421.88,857.05,18.0000,1332
75093,Jeremiah Sheppard,77,Repeat Customer,77913.54,1011.86,20.0000,1540
36271,Leah Grant,74,Repeat Customer,34374.16,464.52,10.0000,740
25490,Candice Barrera,66,Repeat Customer,21924.53,332.19,7.0000,462
91259,Judith Farley,61,Repeat Customer,65938.82,1080.96,24.0000,1464
462,Kelley Salinas,62,Repeat Customer,2812.54,45.36,1.0000,62
45011,Tonya Cain,64,Repeat Customer,33466.24,522.91,12.0000,768
49060,Sally Kirk,74,Repeat Customer,51836.14,700.49,13.0000,962
79569,Tom Hardy,71,Repeat Customer,73921.55,1041.15,21.0000,1491
77680,Brandie Brown,73,Repeat Customer,75118.76,1029.02,20.0000,1460
34451,Chasity O'Connor,65,Repeat Customer,28665.74,441.01,9.0000,585
84336,Ronda Blanchard,56,Repeat Customer,60884.33,1087.22,22.0000,1232
67744,Christa Hebert,78,Repeat Customer,71855.17,921.22,18.0000,1404
1929,Natasha Santiago,67,Repeat Customer,3484.52,52.01,1.0000,67
29293,Harvey Osborne,68,Repeat Customer,27628.22,406.30,8.0000,544
15023,Steven Johnston,58,Repeat Customer,11663.36,201.09,4.0000,232
30955,Jasmine Mc Carthy,72,Repeat Customer,28103.47,390.33,8.0000,576
62762,Gene Horne,59,Repeat Customer,51412.61,871.40,16.0000,944
33631,Emily Warren,82,Repeat Customer,32694.33,398.71,9.0000,738
42742,Ralph Hull,70,Repeat Customer,39353.70,562.20,11.0000,770
15641,Toni Dorsey,77,Repeat Customer,14519.61,188.57,4.0000,308
47427,Fernando Whitaker,74,Repeat Customer,48925.90,661.16,13.0000,962
77095,Charlene Yu,67,Repeat Customer,68318.86,1019.68,20.0000,1340
45874,Caleb Bradley,64,Repeat Customer,35639.15,556.86,12.0000,768
65332,Joni Osborn,70,Repeat Customer,61389.10,876.99,17.0000,1190
46074,Preston Maynard,75,Repeat Customer,40412.93,538.84,12.0000,900
78772,Samantha Calhoun,71,Repeat Customer,62583.80,881.46,20.0000,1420
48117,Shawn Lutz,73,Repeat Customer,45542.54,623.87,13.0000,949
44316,Freddie Williams,60,Repeat Customer,37411.01,623.52,12.0000,720
55347,Xavier Knapp,78,Repeat Customer,57997.79,743.56,15.0000,1170
402,Ericka French,77,Repeat Customer,3435.60,44.62,1.0000,77
89596,Demetrius Moore,76,Repeat Customer,85480.10,1124.74,23.0000,1748
72429,Leanne Mendez,73,Repeat Customer,67171.52,920.16,19.0000,1387
45845,Sherry Velasquez,70,Repeat Customer,44119.92,630.28,12.0000,840
57694,Alan Everett,71,Repeat Customer,52426.43,738.40,15.0000,1065
20115,Loren Lutz,69,Repeat Customer,20962.71,303.81,6.0000,414
47438,Jamie Simon,52,Repeat Customer,37115.02,713.75,13.0000,676
33175,Rick Henry,68,Repeat Customer,30337.85,446.14,9.0000,612
31064,Billy Turner,59,Repeat Customer,22930.87,388.66,8.0000,472
19009,Tamiko Obrien,59,Repeat Customer,15109.42,256.09,5.0000,295
54051,Hollie Fox,75,Repeat Customer,45858.28,611.44,14.0000,1050
25285,Sheri Stevens,57,Repeat Customer,18854.18,330.78,7.0000,399
80895,Jody Wilson,75,Repeat Customer,83446.92,1112.63,21.0000,1575
60070,Clifton King,72,Repeat Customer,58639.22,814.43,16.0000,1152
5316,Johnny Weber,70,Repeat Customer,6596.04,94.23,2.0000,140
61487,Brett Horn,69,Repeat Customer,54503.31,789.90,16.0000,1104
57628,Cathy Dickerson,68,Repeat Customer,57982.10,852.68,15.0000,1020
46826,Ryan Heath,65,Repeat Customer,39127.78,601.97,12.0000,780
51794,Louis Gray,82,Repeat Customer,54770.09,667.93,14.0000,1148
66676,Sheryl Lucero,78,Repeat Customer,73675.79,944.56,17.0000,1326
12956,Walter Salas,81,Repeat Customer,17073.80,210.79,4.0000,324
97186,Grace Knapp,70,Repeat Customer,90812.92,1297.33,25.0000,1750
82487,Lonnie Davies,65,Repeat Customer,66055.23,1016.23,21.0000,1365
31516,Ron Cuevas,57,Repeat Customer,20912.91,366.89,8.0000,456
31607,Ronnie Marshall,64,Repeat Customer,30678.84,479.36,9.0000,576
26287,Jolene Mercer,75,Repeat Customer,29176.20,389.02,7.0000,525
85094,Constance Duffy,49,Repeat Customer,58383.15,1191.49,22.0000,1078
45578,Chasity Mc Cormick,50,Repeat Customer,32150.06,643.00,12.0000,600
23428,Trevor Forbes,60,Repeat Customer,18231.70,303.86,6.0000,360
80004,Billy Duke,71,Repeat Customer,84368.09,1188.28,21.0000,1491
28891,Keith Munoz,76,Repeat Customer,29245.68,384.81,8.0000,608
7268,Tracey Valdez,76,Repeat Customer,7160.38,94.22,2.0000,152
16918,Shonda Brennan,79,Repeat Customer,18287.04,231.48,5.0000,395
74696,Ivan Romero,83,Repeat Customer,77438.20,932.99,19.0000,1577
14253,Otis Peters,73,Repeat Customer,14588.90,199.85,4.0000,292
46031,Paige Sampson,64,Repeat Customer,33902.79,529.73,12.0000,768
46393,Erica Paul,65,Repeat Customer,37348.93,574.60,12.0000,780
77447,Wade Holloway,72,Repeat Customer,69151.22,960.43,20.0000,1440
22769,Derrick Vaughn,59,Repeat Customer,17280.75,292.89,6.0000,354
63939,Teri Silva,70,Repeat Customer,54023.80,771.77,17.0000,1190
76030,Staci Randall,85,Repeat Customer,78117.42,919.03,20.0000,1700
85448,Loretta Singh,58,Repeat Customer,65307.13,1125.98,22.0000,1276
65252,Edwin Mcclain,68,Repeat Customer,56243.43,827.11,17.0000,1156
30517,Eugene Taylor,78,Repeat Customer,29006.66,371.88,8.0000,624
47367,Dina Black,65,Repeat Customer,42145.48,648.39,12.0000,780
22921,Kelli Mckee,63,Repeat Customer,18972.53,301.15,6.0000,378
59473,Jenna Pearson,77,Repeat Customer,65645.53,852.54,16.0000,1232
25261,Theresa Allison,67,Repeat Customer,25971.16,387.63,7.0000,469
62118,Adrian Hickman,72,Repeat Customer,63032.75,875.45,16.0000,1152
26178,Leroy Massey,66,Repeat Customer,21405.44,324.32,7.0000,462
87268,Pete Frederick,73,Repeat Customer,76818.11,1052.30,23.0000,1679
21151,Warren Mcgrath,53,Repeat Customer,13233.56,249.69,6.0000,318
46840,Maggie Erickson,61,Repeat Customer,38125.09,625.00,12.0000,732
94340,Allison Dennis,77,Repeat Customer,89026.33,1156.19,24.0000,1848
95153,Jeanette Shah,82,Repeat Customer,96494.63,1176.76,25.0000,2050
18716,Bryce Santos,70,Repeat Customer,17227.18,246.10,5.0000,350
96807,Isabel Morse,77,Repeat Customer,93108.94,1209.21,25.0000,1925
24200,Darrin Ho,61,Repeat Customer,20895.72,342.55,7.0000,427
56628,Traci Arnold,73,Repeat Customer,51660.44,707.68,15.0000,1095
37542,Linda Cole,68,Repeat Customer,33913.51,498.73,10.0000,680
65323,Clarissa Juarez,70,Repeat Customer,59814.40,854.49,17.0000,1190
6603,Margarita Bush,66,Repeat Customer,6331.98,95.94,2.0000,132
5040,Pamela Garrison,69,Repeat Customer,6811.87,98.72,2.0000,138
8748,Allyson Mack,78,Repeat Customer,11630.91,149.11,3.0000,234
66427,Grace Ayers,72,Repeat Customer,62049.43,861.80,17.0000,1224
7585,Roberto Avery,65,Repeat Customer,6911.60,106.33,2.0000,130
42293,Meghan Newton,79,Repeat Customer,41402.89,524.09,11.0000,869
22119,Eduardo Arnold,83,Repeat Customer,25074.91,302.11,6.0000,498
80283,Michael Heath,81,Repeat Customer,82422.78,1017.57,21.0000,1701
71533,Patricia Jefferson,86,Repeat Customer,75753.88,880.86,19.0000,1634
80766,Claire Wagner,79,Repeat Customer,74785.20,946.65,21.0000,1659
53560,Marco Singleton,63,Repeat Customer,44169.59,701.10,14.0000,882
48518,Toby Sanchez,62,Repeat Customer,35505.51,572.67,13.0000,806
34119,Tommy Jarvis,66,Repeat Customer,28720.92,435.17,9.0000,594
66172,Audra Rivas,76,Repeat Customer,62332.23,820.16,17.0000,1292
60546,Sabrina Cochran,72,Repeat Customer,55159.37,766.10,16.0000,1152
50812,Stacy Marshall,52,Repeat Customer,33099.04,636.52,13.0000,676
25143,Jeanne Taylor,71,Repeat Customer,24496.70,345.02,7.0000,497
70806,Guillermo Avila,74,Repeat Customer,63544.18,858.71,18.0000,1332
77497,Christina Vazquez,66,Repeat Customer,66556.37,1008.43,20.0000,1320
98746,Vernon Yoder,73,Repeat Customer,94696.82,1297.22,25.0000,1825
31461,Audrey Marsh,63,Repeat Customer,23573.29,374.18,8.0000,504
3756,Brooke Rowe,78,Repeat Customer,3840.58,49.24,1.0000,78
41053,Judith Schroeder,80,Repeat Customer,41244.23,515.55,11.0000,880
72648,Roberto Robertson,70,Repeat Customer,62798.14,897.12,19.0000,1330
9826,Lester Barry,69,Repeat Customer,9919.44,143.76,3.0000,207
92909,Kirk Dalton,67,Repeat Customer,77559.75,1157.61,24.0000,1608
18659,Dominick Mc Gee,52,Repeat Customer,12663.24,243.52,5.0000,260
57078,Aaron Thompson,70,Repeat Customer,44350.93,633.58,15.0000,1050
20841,Andres Branch,67,Repeat Customer,19851.89,296.30,6.0000,402
4548,Dawn Velazquez,70,Repeat Customer,6652.65,95.04,2.0000,140
15938,Lori Brewer,68,Repeat Customer,17886.79,263.04,5.0000,340
57600,Tricia Farmer,71,Repeat Customer,52796.25,743.61,15.0000,1065
43322,Tisha Cooper,65,Repeat Customer,33009.62,507.84,11.0000,715
55913,Allan Mc Daniel,65,Repeat Customer,52934.62,814.38,15.0000,975
13669,Alisha Peck,73,Repeat Customer,15130.45,207.27,4.0000,292
36835,Gavin Young,68,Repeat Customer,30738.24,452.03,10.0000,680
16041,Jack Gonzales,68,Repeat Customer,17109.05,251.60,5.0000,340
89770,Leticia Beasley,84,Repeat Customer,97208.53,1157.24,23.0000,1932
33174,Andre Ferrell,69,Repeat Customer,31696.41,459.37,9.0000,621
70130,Jane Martin,74,Repeat Customer,66717.57,901.59,18.0000,1332
58859,Cheryl Everett,70,Repeat Customer,48241.33,689.16,15.0000,1050
32993,Arturo Kline,78,Repeat Customer,31678.48,406.13,9.0000,702
81133,Dan Heath,63,Repeat Customer,58468.44,928.07,21.0000,1323
87690,Brandie Rowland,68,Repeat Customer,80841.65,1188.85,23.0000,1564
36847,Jorge Long,63,Repeat Customer,28099.67,446.03,10.0000,630
32984,Moses Dawson,76,Repeat Customer,34326.54,451.66,9.0000,684
70458,Shelby Mosley,81,Repeat Customer,62465.86,771.18,18.0000,1458
69257,Cody Wong,69,Repeat Customer,56505.17,818.92,18.0000,1242
86492,Leigh Obrien,55,Repeat Customer,58155.07,1057.36,22.0000,1210
62108,Sherri Mc Gee,85,Repeat Customer,70680.95,831.54,16.0000,1360
95241,Israel Freeman,67,Repeat Customer,82044.64,1224.55,25.0000,1675
31088,Brooke Wiggins,62,Repeat Customer,25931.64,418.25,8.0000,496
13278,Forrest Kane,72,Repeat Customer,13958.16,193.86,4.0000,288
32245,Greg Flowers,67,Repeat Customer,27842.92,415.57,9.0000,603
61624,Eric Jimenez,71,Repeat Customer,57108.72,804.35,16.0000,1136
44608,Jonathon Zuniga,75,Repeat Customer,46179.19,615.72,12.0000,900
91971,Cherie Hogan,68,Repeat Customer,70338.41,1034.39,24.0000,1632
14894,Clayton Mayer,70,Repeat Customer,14994.47,214.21,4.0000,280
11504,Johanna Lang,69,Repeat Customer,10983.03,159.17,3.0000,207
63829,Mike Hart,72,Repeat Customer,65713.05,912.68,17.0000,1224
61912,Claudia Moses,51,Repeat Customer,37128.90,728.02,16.0000,816
28713,Glen Ortega,67,Repeat Customer,26855.10,400.82,8.0000,536
40451,Shari May,74,Repeat Customer,40771.24,550.96,11.0000,814
69342,Tabatha Russell,63,Repeat Customer,55975.57,888.50,18.0000,1134
50972,Deborah Abbott,73,Repeat Customer,46289.18,634.10,13.0000,949
61831,Jeanine Hill,72,Repeat Customer,55267.39,767.60,16.0000,1152
38456,Autumn Gordon,64,Repeat Customer,29216.41,456.51,10.0000,640
78397,Kate Wilson,76,Repeat Customer,77364.23,1017.95,20.0000,1520
24086,Erica Harrell,80,Repeat Customer,29053.77,363.17,7.0000,560
5968,Trevor Gilbert,88,Repeat Customer,8845.95,100.52,2.0000,176
7009,Glenda Benjamin,73,Repeat Customer,6295.65,86.24,2.0000,146
77851,Susan Snyder,75,Repeat Customer,77667.14,1035.56,20.0000,1500
24617,Sheldon Nicholson,63,Repeat Customer,22465.82,356.60,7.0000,441
62257,Bradley Cannon,68,Repeat Customer,57042.63,838.86,16.0000,1088
79073,Margarita Hogan,75,Repeat Customer,76668.09,1022.24,21.0000,1575
43173,Tanya Gill,83,Repeat Customer,44477.82,535.88,11.0000,913
43172,Lorie Boyd,64,Repeat Customer,33858.01,529.03,11.0000,704
52693,Wendell Moreno,68,Repeat Customer,44959.57,661.17,14.0000,952
93288,Tonia Lloyd,64,Repeat Customer,83767.07,1308.86,24.0000,1536
2086,Marcella Alexander,73,Repeat Customer,3689.31,50.54,1.0000,73
75563,Taryn Sanchez,61,Repeat Customer,62912.41,1031.35,20.0000,1220
77332,Laura Castro,62,Repeat Customer,56405.94,909.77,20.0000,1240
8506,Stuart Cordova,75,Repeat Customer,10044.12,133.92,3.0000,225
14251,Norman Jenkins,65,Repeat Customer,13173.97,202.68,4.0000,260
98398,Esther Rogers,59,Repeat Customer,67373.16,1141.92,25.0000,1475
18099,Paul Cherry,68,Repeat Customer,19012.93,279.60,5.0000,340
69629,Chanda Mckay,68,Repeat Customer,63861.21,939.14,18.0000,1224
23862,Chastity Moody,80,Repeat Customer,25498.27,318.73,7.0000,560
44446,Simon Wade,63,Repeat Customer,38100.95,604.78,12.0000,756
67587,Leonard Haney,77,Repeat Customer,66418.25,862.57,18.0000,1386
95156,Heidi Wade,68,Repeat Customer,79115.68,1163.47,25.0000,1700
28853,Kendall Ellison,72,Repeat Customer,27758.89,385.54,8.0000,576
13769,Herbert Kaiser,81,Repeat Customer,16703.33,206.21,4.0000,324
32002,Juan Hendricks,81,Repeat Customer,33768.94,416.90,9.0000,729
27080,Roderick Kramer,58,Repeat Customer,19831.36,341.92,7.0000,406
71156,Lindsey Frederick,78,Repeat Customer,80968.67,1038.06,19.0000,1482
94791,Jay Jordan,82,Repeat Customer,98767.76,1204.48,24.0000,1968
80126,Leonardo Duffy,67,Repeat Customer,77310.66,1153.89,21.0000,1407
26277,Bart Durham,69,Repeat Customer,25671.95,372.06,7.0000,483
54616,Kyle Byrd,59,Repeat Customer,40729.04,690.32,14.0000,826
65517,Carl Mc Gee,62,Repeat Customer,51324.82,827.82,17.0000,1054
67355,Rolando Hobbs,59,Repeat Customer,49495.07,838.90,18.0000,1062
34580,Lea Park,66,Repeat Customer,29107.47,441.02,9.0000,594
67091,Brock Preston,83,Repeat Customer,71035.21,855.85,17.0000,1411
12810,Erica Powell,46,Repeat Customer,7908.48,171.92,4.0000,184
74779,Deanna Hahn,71,Repeat Customer,56832.71,800.46,19.0000,1349
45922,Caroline Medina,67,Repeat Customer,41297.29,616.38,12.0000,804
67256,Simon Novak,69,Repeat Customer,67177.50,973.59,18.0000,1242
74169,Maurice Mejia,72,Repeat Customer,68711.56,954.33,19.0000,1368
83258,Kurt Wilson,81,Repeat Customer,85221.41,1052.12,22.0000,1782
29951,Darcy Stanley,63,Repeat Customer,25226.59,400.42,8.0000,504
27926,Tonia Edwards,69,Repeat Customer,24543.07,355.70,8.0000,552
37561,Jeanine Levine,74,Repeat Customer,33148.51,447.95,10.0000,740
64187,Tyson Nelson,68,Repeat Customer,61122.84,898.87,17.0000,1156
8050,Elijah Hancock,67,Repeat Customer,9082.13,135.55,3.0000,201
81455,Lana Terry,49,Repeat Customer,56301.35,1149.01,21.0000,1029
60974,Shelley Bradshaw,80,Repeat Customer,62111.85,776.40,16.0000,1280
33404,Lorenzo Mc Carthy,63,Repeat Customer,29221.38,463.83,9.0000,567
65305,Pamela Price,70,Repeat Customer,59522.74,850.32,17.0000,1190
11171,Ivan Weeks,74,Repeat Customer,10679.45,144.32,3.0000,222
16092,Sabrina Massey,76,Repeat Customer,19083.58,251.10,5.0000,380
41008,Erica Harris,65,Repeat Customer,36709.01,564.75,11.0000,715
27784,Gretchen Jackson,59,Repeat Customer,26802.18,454.27,8.0000,472
6055,Jolene Ponce,57,Repeat Customer,5216.51,91.52,2.0000,114
94196,Gregg Brandt,63,Repeat Customer,73238.33,1162.51,24.0000,1512
47494,Vickie Bentley,65,Repeat Customer,39725.51,611.16,13.0000,845
52705,Teddy Santiago,68,Repeat Customer,45156.86,664.07,14.0000,952
80074,Alice Barrett,75,Repeat Customer,88259.24,1176.79,21.0000,1575
82279,Charlotte Alexander,90,Repeat Customer,88557.69,983.97,21.0000,1890
2538,Devon Ross,68,Repeat Customer,3098.31,45.56,1.0000,68
3205,Jimmy Schroeder,68,Repeat Customer,3127.47,45.99,1.0000,68
31637,Chadwick Pratt,59,Repeat Customer,24645.41,417.72,9.0000,531
91567,Bridgett Hurst,62,Repeat Customer,78052.08,1258.90,24.0000,1488
49234,Roland Morse,71,Repeat Customer,51265.98,722.06,13.0000,923
93905,Shawna Hanna,70,Repeat Customer,81580.92,1165.44,24.0000,1680
53444,Randall Martin,75,Repeat Customer,56250.93,750.01,14.0000,1050
29270,Katie Porter,69,Repeat Customer,25932.89,375.84,8.0000,552
2052,Summer York,73,Repeat Customer,3314.77,45.41,1.0000,73
97913,Lakesha Cobb,62,Repeat Customer,77209.01,1245.31,25.0000,1550
49757,Micah Tate,79,Repeat Customer,52117.48,659.71,13.0000,1027
86108,Dwayne Obrien,73,Repeat Customer,75797.30,1038.32,22.0000,1606
72077,Colin Parrish,67,Repeat Customer,61120.62,912.25,19.0000,1273
64755,Ethan Haas,66,Repeat Customer,61605.99,933.42,17.0000,1122
16436,Raymond Cordova,71,Repeat Customer,17280.64,243.39,5.0000,355
82822,Ted Knox,69,Repeat Customer,70430.63,1020.73,21.0000,1449
6381,Stacy Cabrera,73,Repeat Customer,7745.68,106.11,2.0000,146
83680,Marci Wu,80,Repeat Customer,79718.18,996.48,22.0000,1760
68035,Tameka Levine,76,Repeat Customer,76781.42,1010.28,18.0000,1368
55921,Joanne Benson,92,Repeat Customer,64502.99,701.12,15.0000,1380
4566,Tanisha Spencer,69,Repeat Customer,7180.68,104.07,2.0000,138
23790,Tyson Santana,72,Repeat Customer,22235.31,308.82,7.0000,504
78732,Roger Faulkner,69,Repeat Customer,75459.50,1093.62,20.0000,1380
32203,Laurie Payne,53,Repeat Customer,25005.15,471.80,9.0000,477
79192,Kirsten Pham,75,Repeat Customer,71163.32,948.84,21.0000,1575
4393,Pamela Mac Donald,81,Repeat Customer,8574.32,105.86,2.0000,162
56246,Harvey Mack,68,Repeat Customer,53649.16,788.96,15.0000,1020
22468,Timothy Stark,68,Repeat Customer,20573.90,302.56,6.0000,408
61649,Douglas Ayala,91,Repeat Customer,70948.18,779.65,16.0000,1456
4845,Abel Marquez,64,Repeat Customer,6934.32,108.35,2.0000,128
45374,Allen Bean,63,Repeat Customer,37958.09,602.51,12.0000,756
32221,Sonja Padilla,81,Repeat Customer,33973.80,419.43,9.0000,729
65829,Dennis Garrett,65,Repeat Customer,57188.85,879.83,17.0000,1105
78719,Jay Ware,63,Repeat Customer,61568.85,977.28,20.0000,1260
36035,Audra Bruce,72,Repeat Customer,35582.01,494.19,10.0000,720
9120,Lorena Mathews,68,Repeat Customer,10351.81,152.23,3.0000,204
16938,Clinton Owen,66,Repeat Customer,18810.12,285.00,5.0000,330
90011,Doris Pham,74,Repeat Customer,92369.09,1248.23,23.0000,1702
40436,Latoya Thomas,57,Repeat Customer,32622.51,572.32,11.0000,627
55723,Danielle Gomez,60,Repeat Customer,44881.81,748.03,15.0000,900
74210,Eugene Cruz,73,Repeat Customer,67889.17,929.99,19.0000,1387
85060,Otis Short,67,Repeat Customer,78597.73,1173.10,22.0000,1474
36214,Cecil Olsen,61,Repeat Customer,30419.27,498.68,10.0000,610
63431,Esther Dixon,65,Repeat Customer,52070.26,801.08,17.0000,1105
46325,Nathan Sandoval,64,Repeat Customer,35099.74,548.43,12.0000,768
95154,Courtney Todd,86,Repeat Customer,101066.35,1175.19,25.0000,2150
14244,Toni Simmons,60,Repeat Customer,12291.80,204.86,4.0000,240
45377,Guadalupe Faulkner,87,Repeat Customer,52522.08,603.70,12.0000,1044
97398,Dominic Watkins,79,Repeat Customer,95737.81,1211.87,25.0000,1975
25444,Terence Spencer,72,Repeat Customer,25718.80,357.21,7.0000,504
32703,Antoine Novak,79,Repeat Customer,32471.52,411.03,9.0000,711
95826,Kristina Mc Daniel,68,Repeat Customer,85148.25,1252.18,25.0000,1700
24749,Curtis Sutton,77,Repeat Customer,22205.36,288.38,7.0000,539
18722,Tracie Lozano,67,Repeat Customer,16664.81,248.73,5.0000,335
45364,Anne Sherman,70,Repeat Customer,46459.07,663.70,12.0000,840
29862,Justin Sparks,70,Repeat Customer,25878.86,369.70,8.0000,560
42702,Javier Schroeder,80,Repeat Customer,45586.72,569.83,11.0000,880
67714,Kimberley Salinas,65,Repeat Customer,55563.02,854.82,18.0000,1170
67232,Roberto Brandt,80,Repeat Customer,74257.77,928.22,18.0000,1440
36111,Cecil Ward,60,Repeat Customer,30061.53,501.03,10.0000,600
69821,Gerardo Dennis,70,Repeat Customer,59939.26,856.28,18.0000,1260
32001,Darrick Ferrell,69,Repeat Customer,28348.35,410.85,9.0000,621
46801,Christian Barnes,65,Repeat Customer,39601.34,609.25,12.0000,780
86388,Terry Barr,65,Repeat Customer,70392.18,1082.96,22.0000,1430
79309,Allison Keller,68,Repeat Customer,64243.77,944.76,21.0000,1428
6560,Marlene Burke,75,Repeat Customer,6981.92,93.09,2.0000,150
66827,Trenton Bautista,67,Repeat Customer,55676.22,830.99,17.0000,1139
56613,Janine Brock,61,Repeat Customer,49644.51,813.84,15.0000,915
45903,Scott Conner,69,Repeat Customer,36145.29,523.84,12.0000,828
39849,Ruby Morrow,81,Repeat Customer,46255.13,571.05,11.0000,891
15761,Marcella Hebert,79,Repeat Customer,13707.92,173.52,4.0000,316
56828,Ebony Young,52,Repeat Customer,37230.55,715.97,15.0000,780
8225,Dana Rivers,73,Repeat Customer,12209.01,167.25,3.0000,219
16273,Kerrie Harrington,76,Repeat Customer,19047.70,250.63,5.0000,380
6207,Erica Cordova,70,Repeat Customer,6706.23,95.80,2.0000,140
67568,Hope Guzman,66,Repeat Customer,58114.91,880.53,18.0000,1188
802,Brady Jackson,78,Repeat Customer,3971.84,50.92,1.0000,78
6778,Shaun Avila,66,Repeat Customer,6339.81,96.06,2.0000,132
33126,Frederick Mac Donald,72,Repeat Customer,33255.72,461.89,9.0000,648
5248,Joanne Johns,52,Repeat Customer,5540.93,106.56,2.0000,104
38968,Sheri Obrien,63,Repeat Customer,31382.07,498.13,10.0000,630
83130,Kristen Buckley,45,Repeat Customer,54929.44,1220.65,22.0000,990
96976,Erika Lin,61,Repeat Customer,81578.44,1337.35,25.0000,1525
44648,Earnest Thornton,64,Repeat Customer,35890.24,560.79,12.0000,768
10574,Alfredo Ortiz,70,Repeat Customer,9724.91,138.93,3.0000,210
6496,Dean Miles,64,Repeat Customer,6614.78,103.36,2.0000,128
53646,Dean Hale,66,Repeat Customer,45702.95,692.47,14.0000,924
48950,Kurt Chen,65,Repeat Customer,45423.04,698.82,13.0000,845
65152,Noel Hanna,68,Repeat Customer,60242.48,885.92,17.0000,1156
12831,Darryl Lam,69,Repeat Customer,12736.68,184.59,4.0000,276
7014,Tamara Harding,61,Repeat Customer,6120.59,100.34,2.0000,122
90193,Jared Wolf,69,Repeat Customer,77808.26,1127.66,23.0000,1587
81002,Bryant Reynolds,88,Repeat Customer,85875.01,975.85,21.0000,1848
97336,Gustavo Barrett,79,Repeat Customer,100048.63,1266.44,25.0000,1975
11011,Don Little,72,Repeat Customer,9407.58,130.66,3.0000,216
79286,Hilary Owen,55,Repeat Customer,54589.71,992.54,21.0000,1155
38013,Steve Sosa,77,Repeat Customer,37862.19,491.72,10.0000,770
57377,Craig Jackson,73,Repeat Customer,50380.39,690.14,15.0000,1095
16859,Troy Rivera,59,Repeat Customer,15132.00,256.47,5.0000,295
